Nstations,ETime,sdTime,lbTime,ubTime,ETimeM4,ETimeM12,ETimeM36
256,100.3089144,66.51566234,21.1798292,200.5025933,58.85068774,37.27698009,41.7735765
257,100.2517104,67.16265362,20.68565445,200.3805567,58.74901955,37.12462063,41.69947913
258,100.6227307,67.0061129,20.93910038,199.5931735,58.70968006,37.22312751,41.75643218
259,100.8412191,66.84655274,20.89769339,199.6401225,59.02326907,37.20745226,41.72999264
260,100.6580345,66.85675478,20.56232516,199.0688295,59.05176116,37.1705911,41.65530758
261,101.3992438,67.59927683,20.51268102,201.285962,58.88426833,37.16861861,41.80057311
262,101.9774642,67.73347617,20.97512736,202.5643883,59.48185789,37.39768105,41.85673841
263,101.7321071,68.28447518,20.64137433,203.944596,59.28585362,37.3026849,41.73172023
264,102.9988892,68.49304338,21.10423268,204.0504674,59.27417796,37.47800572,42.09356188
265,102.3738953,68.52108541,20.30443857,202.7022901,59.30850328,37.35354952,41.72769079
266,103.395977,69.03651621,20.52138819,204.7370736,59.3847921,37.5432022,42.02505548
267,103.0552629,69.00509734,20.64952855,205.6744196,59.40280981,37.42520415,41.81214681
268,102.8301112,68.53818471,20.61319174,204.0240286,59.58932391,37.42332982,41.71024892
269,101.4290955,68.87208285,20.25206573,204.9929771,59.10737848,37.0103988,41.21706425
270,103.188477,69.79084803,20.13584778,208.1241236,59.44223204,37.4170261,41.61096037
271,103.6374765,69.37243335,20.68451876,205.3911201,59.77451419,37.38937121,41.77992366
272,102.8263112,69.05059902,20.51382938,205.0711626,59.49089911,37.2276844,41.42408462
273,103.5633937,69.28851707,20.86772208,206.7951587,60.09352426,37.30386315,41.59477798
274,104.3104494,69.81781594,20.63256101,206.6942758,60.04726494,37.45742405,41.7443528
275,103.4369289,70.0641491,20.51676223,209.1798981,60.0609071,37.28308654,41.42204915
276,103.9648489,69.94901018,20.9144306,207.9641619,60.1326967,37.38754513,41.5146921
277,104.53471,69.76646105,21.39671776,207.3950321,60.25648961,37.47004334,41.59945316
278,104.764473,70.78608611,20.93800968,210.9710662,60.28937445,37.42559809,41.63805852
279,105.3964706,70.46380668,21.1108352,210.7847328,60.52991113,37.54328472,41.77513783
280,105.1281197,70.66180327,20.59751804,209.4839156,60.3125989,37.45443342,41.61481689
281,104.6972986,70.59947602,20.35945194,210.1609897,60.20793334,37.25048108,41.35968624
282,105.2669657,70.94002114,20.37438564,209.792587,60.5926075,37.47467957,41.4863363
283,105.7387478,70.9351514,21.04490358,211.4336857,60.89009855,37.58731692,41.55171589
284,106.4607231,71.53995845,20.37760476,213.0647646,61.14348282,37.6249482,41.7053474
285,106.1877579,71.60708723,21.21950552,212.7603635,60.87230549,37.48478971,41.51826944
286,106.2361589,71.53317333,21.46156887,213.0189191,60.82366756,37.60307354,41.55972006
287,107.4159708,71.98742726,21.06247167,213.9399677,61.12388182,37.70249027,41.83185658
288,107.7433492,72.14229954,21.31669274,214.0381804,61.31780904,37.86020375,41.81011107
289,107.9434436,72.66884445,20.50272494,214.5077944,61.28660166,37.71380279,41.78008325
290,106.1030058,71.82701489,20.65699675,212.0743617,60.66000118,37.45938035,41.26865272
291,108.47384,72.94780407,20.77136746,216.9694802,61.81279996,37.69676287,41.83288024
292,107.7644085,72.69924855,21.53819339,216.5825765,61.61416508,37.69348054,41.62277897
293,108.587367,72.23749771,21.34123283,214.9277617,61.69637129,37.80244796,41.77995509
294,109.4131146,72.63435009,22.06915323,217.7245098,62.03167623,37.90233118,41.93796296
295,108.5043837,72.68411678,21.57153724,216.3658071,61.93824059,37.79995896,41.6198215
296,108.2814916,73.28585117,21.24898102,218.8652518,61.70654896,37.72175026,41.4598887
297,108.8503565,72.81112392,21.1910228,216.8081913,61.98255534,37.78948802,41.53591511
298,108.6445987,73.03414475,21.45158658,215.9530134,61.9495692,37.68708328,41.40694019
299,108.9612484,73.22864669,21.10847295,217.6211737,62.08451035,37.73622234,41.51439225
300,110.0237865,73.86128745,21.651488,220.3264674,62.33067674,37.85339371,41.69055242
301,109.9582219,73.99287136,21.45972442,219.7733118,62.41604383,37.84894028,41.59732911
302,110.2536742,74.46265722,21.28319587,221.452015,62.13869045,37.81284511,41.61710861
303,110.7995233,74.08540758,22.00913295,220.6876273,62.82020231,38.03763368,41.78100356
304,110.0812435,74.83706211,21.42962948,222.1914897,62.12710187,37.87593644,41.4549589
305,109.7734235,74.25077973,21.65220107,219.876691,62.30829225,37.73904979,41.2822081
306,111.2656081,75.19220367,21.56390703,224.5467268,62.47292888,38.04189996,41.68987703
307,110.7266845,75.18715762,21.13670714,223.8157598,62.51176956,37.91522673,41.45502209
308,111.2016607,75.09817462,21.06411715,223.18454,62.39209449,37.83917508,41.52511167
309,112.1506452,75.58258791,21.03267986,223.8650853,63.07768774,38.08766887,41.75920097
310,111.0148285,74.91654719,20.94191925,223.2005519,62.73951375,37.82190493,41.33802583
311,111.6993657,75.66400399,21.10814057,224.7386141,62.95670352,37.91301887,41.47102697
312,111.2126261,75.27315456,21.22179584,222.167874,62.68644684,37.85561206,41.29335712
313,111.2370511,75.28243658,21.6558032,222.7679991,62.80741828,37.85771567,41.24785563
314,111.8553683,75.68816015,21.71898518,224.44256,63.2460413,37.92130573,41.35032879
315,111.9529409,75.60239266,22.16820638,224.124703,63.14396027,38.03132151,41.3079807
316,112.132029,75.44597066,22.00248106,224.3801834,63.42384292,37.92318594,41.28003469
317,113.1044006,76.6035855,21.53723023,227.4271099,63.5531386,37.98449913,41.46064636
318,112.7047823,76.6009964,21.40269408,227.0235371,63.35022253,38.0215039,41.31823411
319,113.9343494,76.7936155,21.68702003,227.7668371,63.70169951,38.19626299,41.61553272
320,113.6011413,76.32436953,21.73853329,225.428686,63.52294154,38.12679345,41.46000429
321,113.4509961,77.30389824,21.38163406,228.6323111,63.44209086,38.01206797,41.39132101
322,114.1621647,76.79888081,22.43633975,227.9387775,64.04979037,38.24489473,41.54828652
323,114.5875543,77.43572865,21.62594716,228.1866429,64.07030543,38.19395323,41.56506872
324,114.2707193,77.36908369,21.46032743,227.2877345,63.70328902,38.19673713,41.45032229
325,114.4035841,77.55621077,22.00315219,228.6316331,63.98747893,38.06170335,41.43828563
326,114.1255877,77.84035942,21.7689924,231.4326055,64.03046996,38.15830703,41.2658113
327,116.0959456,78.06854754,22.19143056,231.7072792,64.31794838,38.45822571,41.7587265
328,114.5387566,77.66106982,22.15764072,229.6828207,64.09029592,38.0541338,41.25378288
329,115.0327876,77.89592627,21.73115055,230.9093858,64.37888286,38.13776283,41.34521405
330,116.2914484,78.3090489,22.06243054,231.1463283,64.55360778,38.44894636,41.68876735
331,115.5608262,78.36264871,21.86437524,231.3842149,64.09506743,38.24046021,41.39461448
332,116.004072,78.38985082,22.01960115,232.6452278,64.86465672,38.31097143,41.4830587
333,116.4256114,78.77838749,22.56156485,234.2584629,64.78217423,38.29447767,41.47791981
334,116.4919283,78.68752235,22.62435954,233.7695793,64.51032065,38.41344198,41.56078181
335,116.0907428,78.84088127,22.15369997,232.9400309,64.6501397,38.23622801,41.36513556
336,116.8832398,79.22921976,22.74006802,235.3540611,64.94128451,38.45275449,41.50357545
337,117.3052924,79.91560999,21.82847721,237.1066079,64.88428377,38.42599763,41.57145471
338,116.8936257,79.45691337,22.2917431,235.2913525,65.07797663,38.30976603,41.38094121
339,117.0605758,79.44321115,22.23641853,236.4723495,65.08056223,38.48124378,41.41481901
340,117.8067447,79.91305104,21.88495825,235.6272607,65.08528562,38.36045887,41.5217074
341,118.1457754,79.71462206,22.50084745,235.8124887,65.6044332,38.52115509,41.56070672
342,116.9912879,79.62852096,22.00254202,236.3670444,65.37602403,38.31098044,41.21202744
343,118.6408291,80.17461992,22.63482953,238.0214516,65.65337297,38.56616066,41.55466728
344,118.3588964,80.26259378,21.67888595,237.3860279,65.65751359,38.39506538,41.49602176
345,118.4649779,80.61004841,22.38038294,238.2784205,65.54981244,38.42768186,41.4016292
346,119.0150092,80.07322473,22.60662345,237.4044712,65.91164957,38.50904218,41.51533862
347,119.181376,81.34168172,21.41704134,239.8848242,65.63094644,38.42471535,41.59736147
348,119.2668877,80.78330417,22.07429174,240.3420301,65.98508775,38.50124203,41.39579028
349,118.9870524,81.03075271,22.49032181,239.292027,65.71962177,38.45646196,41.37318718
350,119.7678883,81.37867917,22.76220471,240.4657084,65.88898315,38.69569148,41.55669735
351,118.2265513,81.29251561,20.96701456,239.3305462,65.56135081,38.29920649,41.05244871
352,120.0613787,81.49015439,22.83165665,241.2534658,66.00652095,38.62482294,41.39082278
353,120.098272,81.33299652,22.84822671,241.3667756,66.3294933,38.66127243,41.42310302
354,120.4278672,82.18083782,22.45510133,242.1456448,66.43010704,38.63737174,41.48090741
355,120.462062,82.07216249,22.61733513,241.8796173,66.35091846,38.66147322,41.39504706
356,120.3035132,81.77915806,22.72626677,241.6169922,66.55375612,38.66921114,41.32827454
357,121.0280701,82.82274129,22.15733819,244.8526885,66.21954217,38.72702036,41.49897712
358,121.0134273,82.17573121,22.59478235,242.5886691,66.57389903,38.69981274,41.37717301
359,121.8081937,82.93091075,22.89173344,245.6417385,66.63843544,38.8449699,41.52300811
360,121.1453547,82.79786528,22.23908699,243.7582762,66.46802677,38.70523935,41.35265697
361,121.8718456,82.35588463,23.42361833,242.5159514,66.78558966,38.79589857,41.4212277
362,121.6649906,82.76066729,21.94855182,244.1637132,66.81784041,38.64639609,41.37144512
363,122.9416568,83.20009472,23.2287058,247.1743346,67.34808903,38.93759277,41.58183527
364,122.9889941,83.47189157,23.23990415,247.9819012,67.43192832,39.01996476,41.62455527
365,121.7788584,83.57090466,22.00509242,246.1947274,66.56218962,38.6047853,41.21808136
366,123.5887315,83.68526336,23.31342983,248.5382193,67.68110314,38.97259328,41.66225791
367,123.2358691,83.92215767,22.72945094,248.0005845,67.74380998,38.89345426,41.48837774
368,123.2683752,83.67684663,22.764617,245.6134078,67.45819348,38.97733653,41.42282739
369,122.9248988,84.2703464,22.99592544,249.3089253,67.29669424,38.8839531,41.36390523
370,124.0791912,84.61730194,23.41886371,249.5121848,67.3271905,39.09421636,41.62308987
371,123.2117117,83.92647931,22.6226623,248.7590757,67.40235085,38.82457281,41.27711116
372,124.5578329,84.66246351,22.77933469,249.5022977,67.56098819,39.09060688,41.57088223
373,123.8130386,84.37392788,22.8034937,248.918464,67.48650479,38.97130768,41.33554791
374,123.9336981,84.1114482,23.14796425,248.2306317,68.01210281,39.01446979,41.34803461
375,125.4752195,84.95939715,23.47978687,251.3118236,68.32865974,39.34069402,41.72564764
376,123.5391461,84.82549858,22.50800514,249.3182621,67.68578394,38.86361086,41.1228331
377,124.5599337,85.15491618,23.13161067,251.6530839,68.23090055,39.12953386,41.36795969
378,125.4361613,85.48274584,23.83193415,252.3931104,68.2745088,39.21033052,41.50063129
379,124.7114113,85.63773018,22.76122302,252.3075306,68.20458087,39.08035532,41.26461605
380,124.5226456,85.08043061,22.54744059,250.9784717,68.07502804,39.00505034,41.20958306
381,125.0222984,86.32250145,22.25418415,254.6253293,68.04997288,39.01476963,41.24085166
382,126.5339494,86.34878155,23.22353588,256.17389,68.25159956,39.24079466,41.57080364
383,125.0935462,85.15887657,23.10868807,251.4945235,68.15362712,38.98542703,41.17998349
384,126.5444999,86.19606035,23.38755515,253.8665614,68.49823836,39.26947654,41.45054803
385,126.0029617,86.8798879,22.71458165,255.1704542,68.45993216,39.16703934,41.31549842
386,127.2583743,86.76287064,23.5954029,256.4977993,68.71963372,39.35074241,41.58350987
387,126.1870015,86.60040719,22.44329805,254.0536076,68.39230647,38.96742935,41.20082661
388,127.1380106,86.65894743,23.11511743,255.5123132,68.91072893,39.19071042,41.43776597
389,126.9723685,86.58511474,23.56350802,256.4622789,69.18751657,39.34368902,41.38610251
390,126.9507261,86.91375787,23.05948967,255.0902342,69.0446015,39.24970006,41.25148085
391,126.153148,86.81283797,22.16445041,255.8833268,68.95019404,39.07253342,41.01255872
392,126.5067717,86.36669015,22.67563324,254.6890865,68.97837515,39.13872657,41.12610076
393,128.0140697,86.86744887,23.63272132,256.5574997,69.48947751,39.44616929,41.4081601
394,128.5553032,88.08886559,23.29266229,259.6265564,69.53466946,39.37783897,41.49304557
395,126.9059752,87.14917834,22.62553175,258.5735202,69.12494643,39.06966881,41.07932715
396,127.9448186,87.580591,23.23847836,257.6447825,69.54533833,39.29488625,41.27911232
397,128.7267441,88.08349294,23.97634175,260.7316029,69.91197023,39.42055538,41.40623051
398,128.8519931,87.84041086,23.70777931,259.666933,69.99212198,39.51798712,41.39007868
399,128.2244738,87.5750225,23.35207217,257.7202036,69.92278062,39.20499983,41.16148251
400,128.3462095,88.58161986,22.78874682,262.3364671,69.33740815,39.21988369,41.15295089
401,130.4686733,88.5417921,23.45294946,260.7437963,70.22241282,39.61636593,41.6483759
402,128.3216807,88.32760871,23.17158663,259.6706009,69.345758,39.33689068,41.1169059
403,128.7826426,88.15655237,23.29440269,260.3203092,69.56803165,39.33095292,41.10654739
404,127.7862356,88.18847721,23.4355599,259.8716828,69.63135693,39.13398441,40.90667491
405,129.6429025,89.21141247,23.35754911,262.5496872,69.8971777,39.43489265,41.30387462
406,130.5717356,89.47085788,23.17757397,265.0777376,70.33655543,39.62290792,41.46758074
407,130.039974,89.6223186,22.97265012,264.4958848,70.04151935,39.412995,41.28528955
408,130.5104889,89.07487048,24.29646089,262.7325478,70.69576964,39.51329284,41.40149843
409,130.8386004,90.09764363,23.43028215,264.0646012,70.41836896,39.61641782,41.41148834
410,130.6998382,89.18333779,24.26962959,263.3023284,70.51844974,39.51974114,41.31036679
411,130.8095015,89.4795046,24.57382598,263.9098363,70.50508128,39.56026316,41.30983914
412,130.3748209,89.80715063,23.27374882,263.692401,70.59445204,39.45809904,41.1779914
413,131.9350326,90.51148256,23.83314959,265.753469,70.74742033,39.73178898,41.4683826
414,131.2077703,91.2190501,22.97967055,267.7077794,70.64276673,39.60065858,41.31317496
415,131.6050552,90.36995453,23.78075769,265.1246444,70.75289917,39.57742745,41.30336365
416,131.945405,90.38968632,23.37251101,265.9531751,70.63073062,39.6900022,41.31476524
417,131.8321049,91.52041394,23.75199674,269.3818359,70.56143981,39.70399477,41.34688993
418,131.9525813,90.65602271,23.97384301,267.4097528,71.25178889,39.75878345,41.26190324
419,132.8883274,90.65770918,24.32443312,267.9022134,71.34995957,39.85889359,41.51046032
420,132.7421936,91.31937599,23.28211415,268.6954937,71.03336491,39.73345483,41.3682864
421,133.4916412,91.91154698,23.69089335,269.6333627,71.12039859,39.85582421,41.55288348
422,132.5823071,91.89162469,23.86694959,270.4490054,71.10075147,39.87315778,41.24015365
423,133.428411,90.76743416,24.90841147,267.834958,71.53607735,39.82860502,41.41246974
424,132.8059703,91.09842651,24.47386339,267.9291942,71.57312143,39.76886263,41.25164266
425,134.5898087,92.23549347,23.75535968,271.7773968,71.50555123,40.03421288,41.56664702
426,133.140871,91.45341896,23.89615038,270.4228178,71.90229919,39.66516726,41.20782731
427,134.8889006,91.5058395,25.17127735,271.9928152,72.11629677,40.07569909,41.60383924
428,134.6070219,92.41193883,24.37732049,272.9621339,71.69586977,39.99839311,41.43820617
429,133.3042716,92.01346737,23.92789626,269.9239019,71.55628598,39.84385822,41.14735749
430,135.3817727,92.71803732,24.61008833,273.1235034,72.01437638,40.09570799,41.58081979
431,134.8800449,92.43691991,24.65841786,272.2271411,71.85400095,40.03770676,41.44263441
432,136.6290472,92.96166469,25.20618213,275.3815159,72.59196899,40.2990931,41.79088057
433,134.5046727,92.49297155,24.11130304,272.6693878,72.15960421,39.91363577,41.22032427
434,134.7669213,92.95507873,23.82183042,273.9485422,72.08719822,39.96972661,41.22558557
435,134.685254,93.24407083,23.4146319,272.7783802,71.9499526,39.9618842,41.16884126
436,137.6469315,93.49083132,24.75780163,275.2284614,73.21923675,40.40059979,41.81940496
437,135.9521096,93.50038058,24.11768434,274.76949,72.60168297,40.12624782,41.42126466
438,135.6440232,93.17219434,24.03808021,273.4408745,72.5055957,40.04414452,41.27816687
439,136.5735276,92.83585768,24.62482155,273.3440296,72.93536807,40.09961737,41.46155735
440,136.8140045,93.8431365,23.85592091,275.9011758,72.72359983,40.22888316,41.46371287
441,136.2136372,93.7610062,24.33526235,275.1124349,72.71723206,40.06361787,41.29186475
442,137.2885375,93.63173208,24.58234381,276.6179177,72.92829325,40.38202663,41.45202823
443,136.6437389,93.61945565,23.21763125,274.5172883,72.42684531,40.21620049,41.36231032
444,137.3661044,94.76331506,24.24874105,278.2758925,72.97216504,40.29544144,41.42876196
445,137.2174958,94.6542953,24.38497045,279.1920925,73.03248086,40.31184289,41.3505445
446,137.1133027,94.67334193,24.32751869,276.4471342,72.80542779,40.14442193,41.27084295
447,137.9653298,95.53252792,24.23586281,281.6007778,72.91795157,40.25749357,41.4453844
448,136.2401304,93.97151651,24.6045118,275.7231724,73.2766147,40.1538758,40.99604127
449,138.2421933,94.71011172,24.69294804,279.3574685,73.41229703,40.39867024,41.40175715
450,138.5844417,94.93306056,23.6919029,278.2298626,73.4816913,40.27320446,41.42400454
451,138.1428707,95.17466754,24.05314885,280.3202788,73.24868894,40.33655552,41.30518179
452,137.5372252,95.58090664,23.05825942,279.7405142,73.04394975,40.14977985,41.14965591
453,139.563634,95.93185661,24.40011641,281.2219831,73.62544555,40.45270714,41.55911011
454,138.5542767,95.3792774,25.18101787,282.7089835,73.64979043,40.26177624,41.29092652
455,140.1448695,96.06568683,25.50658121,280.0473038,73.92271114,40.65579994,41.63495527
456,138.4660738,95.68749963,24.38601826,281.0712804,73.76715759,40.37939548,41.19070593
457,140.1331027,96.53896632,24.35523756,281.787207,73.91458508,40.48292882,41.45956748
458,140.6437861,97.05575426,25.17320268,285.4728046,74.14321196,40.62278175,41.56290021
459,141.6069598,96.92795583,25.39383556,285.1199001,74.57309993,40.84618013,41.7628004
460,140.3635195,96.10290472,24.4709594,282.9747508,74.22608064,40.55337228,41.46715986
461,140.371866,96.2872359,25.10617468,284.9403261,74.27206148,40.60052282,41.43747175
462,140.5720511,97.58520541,24.19274488,287.2483692,73.80034872,40.48240606,41.39712404
463,141.1988445,97.21563124,25.25806359,285.5893961,74.60666231,40.77973693,41.54262003
464,140.3437216,96.89084623,24.72547994,284.6656339,74.1080623,40.59480738,41.26865734
465,141.8135848,97.33274967,25.34237248,284.5875489,74.56096692,40.66337685,41.62704019
466,140.7802365,96.84700317,24.86368316,284.7523596,74.5479754,40.69489924,41.31900489
467,142.5367293,99.05606497,24.371451,290.7561343,74.88394315,40.75073856,41.65411688
468,141.0446478,96.95903662,24.53679851,284.9531319,74.64114098,40.62354128,41.26870264
469,140.4296658,96.782444,24.11378502,284.0617654,74.56681839,40.53715762,41.14601977
470,142.339284,97.48380664,25.37682596,287.4865761,75.31828905,40.78898536,41.53079148
471,141.7338118,97.7154631,24.40949749,286.2317502,74.52609499,40.6008851,41.34642188
472,141.5684913,96.99800108,25.95733643,287.7310739,75.19825431,40.67754278,41.31172248
473,142.525939,97.88450912,25.71401856,287.9694831,75.2567234,40.81958368,41.45232925
474,143.2721172,98.50035508,25.52939644,290.8637933,75.24651305,40.93325299,41.58324756
475,142.2215497,98.09898133,24.86582919,288.6399205,75.54398226,40.50738821,41.32055919
476,143.47923,99.27439916,24.65603462,291.5583886,75.36208361,40.83222676,41.54642338
477,142.5752439,98.3252165,25.19789766,289.6153293,75.19170168,40.74271335,41.33658509
478,144.0801099,98.6821202,25.79860895,291.9784443,76.07471616,40.96656367,41.60262217
479,145.0138513,98.56665209,25.77193633,290.8812921,76.26797078,41.07811161,41.76321522
480,144.5699855,99.62021293,25.61237978,291.5165856,75.54409531,40.98497946,41.70767582
481,144.0792089,99.48840349,24.66373374,289.9855531,75.50891995,40.8294685,41.47519847
482,143.9058012,99.70987213,24.52019288,292.1097568,75.52565831,40.85451232,41.42509928
483,144.4606398,99.5577982,25.55314501,292.4137229,75.80084516,41.01527173,41.47304643
484,145.9946859,99.8155231,26.60855476,294.2214822,76.49973212,41.25211072,41.78551332
485,143.9918904,100.5780107,24.251594,293.5890696,75.27597346,40.86706739,41.33945969
486,145.7152276,99.92794697,25.95645358,293.1759025,76.30187807,41.16849262,41.66792513
487,145.1280549,99.95837731,24.99365692,293.7426811,75.94446055,41.12614223,41.49441019
488,144.7220536,99.81375719,24.96021885,293.6123129,76.15238682,40.94651514,41.46407741
489,143.1778593,99.04380701,25.26990805,291.3403768,75.98671011,40.7092738,40.98575617
490,147.2820423,101.0452564,25.99771456,296.3035345,76.87423469,41.34782987,41.89734174
491,146.4496593,100.9983275,25.88834235,297.4365257,76.40876865,41.12341219,41.60572473
492,146.6213405,101.1160832,25.84162418,296.6275184,76.5584083,41.10881912,41.6253799
493,146.2961726,100.5713547,25.7180695,296.0250794,76.32089654,41.17523651,41.52169328
494,145.9285118,101.3543833,25.17990582,298.091381,76.28859565,41.12404346,41.4408421
495,146.0024652,101.4277415,24.79745602,298.4199973,76.64146266,41.06360283,41.37843674
496,147.1489535,101.2064385,25.66389668,297.1708356,77.10200864,41.24833904,41.62441392
497,146.2771842,102.0009447,24.01886387,298.1049457,76.52548385,41.1069086,41.36863948
498,147.9282987,101.0610483,26.13203915,296.899176,77.39880976,41.31834263,41.70655505
499,147.3430868,101.3450222,25.92383751,296.7880619,77.19297322,41.2665752,41.57306554
500,147.3097639,102.5888512,25.46334288,300.1215552,76.69005802,41.23164883,41.50497903
